,Unnamed: 0,Unnamed: 0.1,careerLevel,careerLevel_other,centerAffiliation,centerAffiliation_other,dataAmount_lsf,dataAnalDuration_sub,dataFormats_1,dataFormats_10,dataFormats_11,dataFormats_12,dataFormats_13,dataFormats_14,dataFormats_15,dataFormats_2,dataFormats_3,dataFormats_4,dataFormats_5,dataFormats_6,dataFormats_7,dataFormats_8,dataFormats_9,dataFormats_other,dataGenMethodSpec_1_1,dataGenMethodSpec_1_2,dataGenMethodSpec_1_3,dataGenMethodSpec_2_1,dataGenMethodSpec_2_2,dataGenMethodSpec_2_3,dataGenMethodSpec_3_1,dataGenMethodSpec_3_2,dataGenMethodSpec_3_3,dataGenMethodSpec_4_1,dataGenMethodSpec_4_2,dataGenMethodSpec_4_3,dataGenMethodSpec_5_1,dataGenMethodSpec_5_2,dataGenMethodSpec_5_3,dataGenMethodSpec_6_1,dataGenMethodSpec_6_2,dataGenMethodSpec_6_3,dataGenMethodSpec_7_1,dataGenMethodSpec_7_2,dataGenMethodSpec_7_3,dataGenMethod_1,dataGenMethod_2,dataGenMethod_3,dataGenMethod_4,dataGenMethod_5,dataGenMethod_6,dataGenMethod_o,dataGenMethod_other,dataInPublication,dataOrigin_MeasVsSim,dataOrigin_SelvVsReuse,dataStorage_0,dataStorage_1,dataStorage_2,dataStorage_3,dataStorage_other,docAuto_2,docAuto_3,docAuto_4,docAuto_5,docAuto_6,docAuto_7,docAuto_8,docAuto_9,docAuto_other,docDefSchema,docDigital_2,docDigital_3,docDigital_4,docDigital_5,docDigital_6,docDigital_7,docDigital_8,docDigital_9,docDigital_other,docMetadata_2,docMetadata_3,docMetadata_4,docMetadata_5,docMetadata_6,docMetadata_7,docMetadata_8,docMetadata_9,docMetadata_other,docMethod_0,docMethod_1,docMethod_2,docMethod_3,docMethod_other,docMotivation_0,docMotivation_1,docMotivation_2,docMotivation_3,docMotivation_4,docMotivation_5,docMotivation_6,docMotivation_other,docObstacles_0,docObstacles_1,docObstacles_4,docObstacles_5,docObstacles_6,docObstacles_7,docObstacles_8,docObstacles_9,docObstacles_other,docStandards_1,docStandards_10,docStandards_11,docStandards_12,docStandards_13,docStandards_14,docStandards_15,docStandards_16,docStandards_17,docStandards_18,docStandards_19,docStandards_2,docStandards_20,docStandards_21,docStandards_22,docStandards_23,docStandards_24,docStandards_25,docStandards_26,docStandards_3,docStandards_4,docStandards_5,docStandards_6,docStandards_7,docStandards_8,docStandards_9,docStandards_other,docStructured,experimentDuration_sub,fairFamiliarity,feedback,id,interviewtime,lastpage,longtermStorage,lsfIdent_1,lsfIdent_10,lsfIdent_11,lsfIdent_2,lsfIdent_3,lsfIdent_4,lsfIdent_5,lsfIdent_6,lsfIdent_7,lsfIdent_8,lsfIdent_9,lsfIdent_other,orcid,pubAmount,pubMetadata_0,pubMetadata_1,pubMetadata_21,pubMetadata_22,pubMetadata_23,pubMetadata_24,pubMetadata_31,pubMetadata_32,pubMetadata_33,pubMetadata_41,pubMetadata_42,pubMetadata_43,pubMetadata_44,pubMetadata_51,pubMetadata_52,pubMetadata_61,pubMetadata_62,pubMetadata_71,pubMetadata_72,pubMetadata_81,pubMetadata_82,pubMetadata_83,pubMetadata_91,pubMetadata_92,pubMetadata_93,pubMetadata_other,pubMethod_1,pubMethod_2,pubMethod_3,pubMethod_other,pubMotivation_1,pubMotivation_2,pubMotivation_3,pubMotivation_4,pubMotivation_5,pubMotivation_6,pubMotivation_7,pubMotivation_other,pubObstaclesA_0,pubObstaclesA_1,pubObstaclesA_2,pubObstaclesA_3,pubObstaclesA_4,pubObstaclesA_5,pubObstaclesA_6,pubObstaclesA_7,pubObstaclesA_other,pubObstaclesB_0,pubObstaclesB_1,pubObstaclesB_2,pubObstaclesB_3,pubObstaclesB_4,pubObstaclesB_5,pubObstaclesB_6,pubObstaclesB_7,pubObstaclesB_other,pubRepo_1,pubRepo_2,pubRepo_3,pubRepo_4,pubRepo_5,researchArea,researchAreaAGRI,researchAreaAGRI_other,researchAreaBIO,researchAreaBIO_other,researchAreaCHEM,researchAreaCHEM_other,researchAreaGEO,researchAreaGEO_other,researchAreaING,researchAreaING_other,researchAreaLIFE,researchAreaLIFE_other,researchAreaMATH,researchAreaMATH_other,researchAreaMED,researchAreaMED_other,researchAreaPHYS,researchAreaPHYS_other,researchAreaPSYCH,researchAreaPSYCH_other,researchArea_other,researchFieldHGF,seed,servFormat_1,servFormat_2,servFormat_3,servFormat_4,servFormat_5,servFormat_6,servNeeds_sub_0,servNeeds_sub_1,servNeeds_sub_2,servNeeds_sub_3,servNeeds_sub_4,servNeeds_sub_5,servNeeds_sub_6,servNeeds_sub_7,servNeeds_sub_8,servNeeds_sub_9,servNeeds_sub_other,software_1,software_2,software_3,startlanguage,submitdate,yearsInResearch,centerAffiliation_short,Hub,Unnamed: 270,Unnamed: 271,researchAreaCombined,researchAreaWithLife
354,354,354,Research associate,,German Aerospace Center (DLR),,,,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I don't know.,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am familiar with the FAIR data guidelines.,,43,121.49,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Physics,,,,,,,,,,,,,,,,,Mechanics,,,,,"Aeronautics, Space and Transportation",1445706730,,,,,,,,,,,,,,,,,,,,,de,,Less than 1 year,DLR,AST,,,Mechanics,Physics
355,355,355,Other,Abteilungsleiter,German Aerospace Center (DLR),,,,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,> 1 TB,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This is the first time I have heard about the FAIR data guidelines.,,44,149.17,3,Yes,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,Engineering Science,,,,,,,,,Aerospace Engineering,,,,,,,,,,,,,"Aeronautics, Space and Transportation",2050233539,,,,,,,,,,,,,,,,,,,,,de,,More than 10 years,DLR,AST,,,Aerospace Engineering,Engineering Science
356,356,356,Research associate,,German Aerospace Center (DLR),,,,True,False,True,True,False,False,False,False,True,False,True,True,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 GB - 10 GB,3,4,No,No,Yes,No,,,,,,,,,,,,,,some of them,some of them,some of them,,,,,False,False,True,True,True,False,False,False,,False,True,False,False,,,,,,,,,,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am not sure,,This is the first time I have heard about the FAIR data guidelines.,,45,220.69,5,Yes,,,,,,,,,,,,,,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,,False,False,False,False,False,False,False,,True,,,,,,,,,,,,,,,,,,,,,,,Engineering Science,,,,,,,,,Electrical Engineering,,,,,,,,,,,,,"Aeronautics, Space and Transportation",1126495023,moderately interested,moderately interested,moderately interested,moderately interested,moderately interested,moderately interested,False,False,False,False,False,False,True,True,True,True,,Matlab,C++,Python,de,1980-01-01 00:00:00,More than 10 years,DLR,AST,,,Electrical Engineering,Engineering Science
357,357,357,Research associate,,German Aerospace Center (DLR),,,,False,True,True,True,True,True,True,False,False,False,True,True,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 GB - 10 GB,5,3,No,Yes,Yes,No,,none,none,none,,,none,,,,,some of them,all,some of them,,,all,,,,True,True,True,False,False,True,False,False,,False,False,False,True,,,,,,,,,,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,This is the first time I have heard about the FAIR data guidelines.,,47,540.36,5,Yes,,,,,,,,,,,,,,10,False,False,True,False,True,True,True,False,False,False,False,True,False,,,,,True,False,,,,,,,,False,True,False,,True,True,False,False,True,False,False,,False,False,False,False,False,False,False,False,keine DOI,,,,,,,,,,GitHub,,,,,Engineering Science,,,,,,,,,Aerospace Engineering,,,,,,,,,,,,,"Aeronautics, Space and Transportation",1848473245,very interested,very interested,moderately interested,moderately interested,very interested,moderately interested,False,True,True,True,True,True,True,True,True,True,,Hypermesh,GTlab,PERMAS,de,1980-01-01 00:00:00,4 to 6 years,DLR,AST,,,Aerospace Engineering,Engineering Science
358,358,358,Research associate,,German Aerospace Center (DLR),,,,True,True,True,True,False,True,True,True,True,False,True,False,True,False,False,miniSEED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 GB - 10 GB,3,3,No,Yes,Yes,No,,none,none,none,,none,,,,,,,,,,,,,,,True,True,True,False,True,False,False,False,,False,True,False,True,Log-Dateien von Software,,,,,,,,,False,True,True,True,True,True,False,False,forschungsdaten ind zu variabel für formalisierte erfassung,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,"Zu den FAIR-Leitlinien: Etwas ""FAIR"" zu nennen bedeutet nicht, daß es fair ist. Insbesondere sind die FAIR-Leitlinien dahingehend UNFAIR, daß sie die publikation von Daten und Software erzwingen zu einem Zeitpunkt, zu dem vielleicht noch nicht alle geplanten Auswertungen erfolgt und nicht alle geplanten Projektziele erreicht sind. Das ist gerade für junge Wissenschaftler, die sich durch neue Methoden und ihre implementierung eine Reputation - und einen Vorteil in Ausschreibungen von Stellen und Projekten - erwerben müssen, ein Problem.
Grundsätzlich finde ich eine transparente archivierung von Forschungsdaten sinnvoll, habe als Wissenschaftler aber ganz einfach nicht die ressourcen dazu. Die Metadatenerfassung bei NASA und ESA-Archiven erfordert schulungen für die spezifischen Archivformate - Zeit, die der Forschung verlorengeht. Die Beschreibunggsprachen dieser Archive sind bereits extrem komplex, dennoch aber erkennbar an Daten von abbildenden Instrumenten ausgerichtet und damit nicht für beliebige Instrumente und Experimente geeignet. Breiter aufgestellte Konzepte hätten lediglich noch komplexere Beschreibungssprachen zur Folge.
Ich konnte die Dauer meiner Forschungserfahrung in dieser Umfrage nicht mal annähernd genau spezifizieren, da länger als 10 Jahre. Wenn schon diese Umfrage versucht, die Welt in ein zu einfaches Schema zu pressen, warum sollte ich dann erwarten, daß am Ende irgendwann eine brauchbare Archivierung von Forschungsdaten herauskommt?
Heutige Forschungsdaten für zukünftige KI-Verfahren geeignet zu formatieren ist (a) aussichslos und (b) nicht mein Problem. Aussichtslos, weil noch gar nicht klar ist, was zukünftige KI-Verfahren und -Projekte können oder benötigen. Nicht mein Problem, weil es nicht meine Aufgabe ist, die Datenaufbereitung anderer zu erledigen. Ich bin damit ausgelastet, meine eigenen Daten zu verarbeiten. Nebenbei gesagt werden KI-Verfahren aktuell überschätzt. ",48,2212.37,5,Yes,,,,,,,,,,,,,,80,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,,,,,,,,,unterschiedlich,False,False,False,NASA und ESA Archive (PDS und PSA),True,True,False,False,True,False,False,,False,True,True,True,True,True,True,True,Urheberrecht,,,,,,,,,,,,,,,Earth Science,,,,,,,Geophysics,,,,,,,,,,,,,,,"Aeronautics, Space and Transportation",1136228059,not interested,moderately interested,moderately interested,moderately interested,moderately interested,moderately interested,False,True,False,True,True,True,True,True,False,True,,MatLab,MS Excel,,de,1980-01-01 00:00:00,More than 10 years,DLR,AST,,,Geophysics,Earth Science
359,359,359,Research associate,,German Aerospace Center (DLR),,,,False,False,True,True,False,False,True,False,False,False,True,True,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,< 100 MB,3,2,No,No,Yes,No,,none,,none,none,none,,,,,,all,,all,some of them,all,,,,,True,False,True,True,True,False,False,False,,False,False,False,True,,,,,,,,,,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,This is the first time I have heard about the FAIR data guidelines.,,49,682.96,5,Yes,,,,,,,,,,,,,,10,False,False,False,False,True,False,,,,True,False,False,True,False,True,True,True,,,,,,,,,,False,True,False,,True,False,False,False,False,True,False,,False,False,True,False,False,True,False,False,,,,,,,,,,,DLR FTP,Institutswebseite,,,,Engineering Science,,,,,,,,,Aerospace Engineering,,,,,,,,,,,,,"Aeronautics, Space and Transportation",327861826,moderately interested,moderately interested,moderately interested,moderately interested,moderately interested,moderately interested,False,True,True,True,False,True,False,True,False,True,,FORTRAN,Excel,,de,1980-01-01 00:00:00,More than 10 years,DLR,AST,,,Aerospace Engineering,Engineering Science
360,360,360,Research associate,,German Aerospace Center (DLR),,,,True,False,True,True,False,True,True,False,False,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 GB - 10 GB,2,4,No,Yes,Yes,No,,none,some of them,none,,,,,,,,some of them,some of them,some of them,,,,,,,True,True,True,False,False,False,False,False,,False,True,True,True,,,,,,,,,,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am not sure,,This is the first time I have heard about the FAIR data guidelines.,,50,732.69,5,Yes,,,,,,,,,,,,,,30,False,False,True,False,False,False,True,True,True,True,False,False,False,,,,,,,,,,,,,,False,False,False,auf Nachfrage über die Autoren,False,False,True,True,True,False,False,,False,False,True,False,False,True,False,False,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,"Aeronautics, Space and Transportation",1472499909,moderately interested,moderately interested,very interested,not interested,moderately interested,very interested,False,False,False,False,True,True,True,True,True,True,,Matlab,LabView,Python,de,1980-01-01 00:00:00,More than 10 years,DLR,AST,,,,Other
361,361,361,PhD student,,German Aerospace Center (DLR),,,,True,False,True,True,False,True,False,False,False,False,True,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I don't know.,3,4,No,Yes,Yes,No,,none,none,none,none,none,,,,,No,all,all,all,all,all,,,,,True,True,True,True,True,False,False,False,,False,False,False,True,,False,False,True,False,False,False,False,,False,True,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,This is the first time I have heard about the FAIR data guidelines.,,51,807.53,5,,,,,,,,,,,,,,,50,,True,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,Engineering Science,,,,,,,,,,,,,,,,,,,,,,"Aeronautics, Space and Transportation",1499408634,very interested,very interested,moderately interested,not interested,very interested,moderately interested,False,False,False,True,True,True,True,True,False,False,,Matlab,Excel,Foxit PDF editor,en,1980-01-01 00:00:00,Less than 1 year,DLR,AST,,,,Engineering Science
362,362,362,Research associate,,German Aerospace Center (DLR),,,,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 MB - 1000 MB (1 GB),4,5,No,No,Yes,Yes,,none,none,,,,,,,,,all,all,,,,,,,,True,True,False,False,False,False,False,False,,False,False,False,True,,,,,,,,,,False,False,True,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,This is the first time I have heard about the FAIR data guidelines.,,53,752.26,5,I don't know,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,,,,,,,Engineering Science,,,,,,,,,Systems Engineering,,,,,,,,,,,,,"Aeronautics, Space and Transportation",1070772805,moderately interested,not interested,not interested,moderately interested,very interested,moderately interested,False,True,False,False,False,False,False,False,True,False,,SUMO,Python,Excel,de,1980-01-01 00:00:00,1 to 3 years,DLR,AST,,,Systems Engineering,Engineering Science
363,363,363,Other,Abteilungsleiter,German Aerospace Center (DLR),,,,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 GB - 100 GB,4,1,No,Yes,Yes,No,,none,,,,,,,,,,some of them,,,,,,,,,True,False,False,False,False,False,False,False,,False,True,False,False,,,,,,,,,,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,I am familiar with the FAIR data guidelines.,,54,817.5,5,No,,,,,,,,,,,,,,5,True,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,"Es werden nur ausgewertete Simulationen veröffentlicht, nicht die Simulationsdaten selber",False,False,False,False,False,True,False,,True,,,,,,,,,,,,,,,,,,,,,,,Engineering Science,,,,,,,,,Aerospace Engineering,,,,,,,,,,,,,"Aeronautics, Space and Transportation",1796099644,very interested,very interested,moderately interested,moderately interested,very interested,very interested,False,False,True,True,True,True,False,False,False,True,,"CFD (Eigenentwicklung - FLOWer,TAU,CODA)",Flugmechanikverfahren (Eigenentwicklung von Airbus Helicopters),Tecplot (Datenvisualisierung),de,1980-01-01 00:00:00,More than 10 years,DLR,AST,,,Aerospace Engineering,Engineering Science
364,364,364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aeronautics, Space and Transportation",830279342,,,,,,,,,,,,,,,,,,,,,de,,,,AST,,,,
365,365,365,Postdoc,,German Aerospace Center (DLR),,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 GB - 10 GB,1,1,No,No,Yes,No,,none,none,none,none,,,,,,,some of them,some of them,some of them,some of them,,,,,,True,True,True,True,False,False,False,False,,False,False,False,True,,,,,,,,,,False,True,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am not sure,,I am familiar with the FAIR data guidelines.,,56,2490.44,4,Yes,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,True,False,,,,,,,Psychology,,,,,,,,,,,,,,,,,,,Industrial and Organisational Psychology,,,"Aeronautics, Space and Transportation",2066867940,,,,,,,,,,,,,,,,,,SPSS,R,Excel,de,,More than 10 years,DLR,AST,,,Industrial and Organisational Psychology,Psychology
366,366,366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aeronautics, Space and Transportation",1271259713,,,,,,,,,,,,,,,,,,,,,de,,,,AST,,,,
367,367,367,PhD student,,German Aerospace Center (DLR),,,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I don't know.,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This is the first time I have heard about the FAIR data guidelines.,,58,336.61,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Engineering Science,,,,,,,,,Electrical Engineering,,,,,,,,,,,,,"Aeronautics, Space and Transportation",897295560,,,,,,,,,,,,,,,,,,matlab,python,-,en,,Less than 1 year,DLR,AST,,,Electrical Engineering,Engineering Science
368,368,368,Principal Investigator,,German Aerospace Center (DLR),,,,False,False,True,False,False,False,False,True,True,False,False,False,True,False,True,Blickdaten als Fixationen mit Dauer und Koordinate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 GB - 100 GB,2,1,No,Yes,Yes,No,,none,none,none,none,none,,,,,,none,some of them,none,some of them,some of them,,,,,True,True,True,True,True,False,False,False,,False,True,False,True,,,,,,,,,,False,True,False,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,I am familiar with the FAIR data guidelines.,,59,714.12,5,Yes,,,,,,,,,,,,,,10,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,True,,,,,,,,,,True,False,False,,True,True,False,False,True,False,False,,False,False,True,True,False,False,False,True,,,,,,,,,,,,,,,,Psychology,,,,,,,,,,,,,,,,,,,Other,Ingenieurpsychologie,,"Aeronautics, Space and Transportation",166818480,moderately interested,very interested,moderately interested,moderately interested,moderately interested,very interested,False,True,False,True,False,True,False,False,True,True,,SPSS,Transkriber (Sprachdaten),Nyan (Blickdaten),de,1980-01-01 00:00:00,More than 10 years,DLR,AST,,,Other,Psychology
369,369,369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aeronautics, Space and Transportation",397829303,,,,,,,,,,,,,,,,,,,,,de,,,,AST,,,,
370,370,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aeronautics, Space and Transportation",744151854,,,,,,,,,,,,,,,,,,,,,de,,,,AST,,,,
371,371,371,Principal Investigator,,German Aerospace Center (DLR),,,,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 MB - 1000 MB (1 GB),2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This is the first time I have heard about the FAIR data guidelines.,,62,426.08,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Psychology,,,,,,,,,,,,,,,,,,,Differential Psychology,,,"Aeronautics, Space and Transportation",612012311,,,,,,,,,,,,,,,,,,SPSS,word,excel,de,,More than 10 years,DLR,AST,,,Differential Psychology,Psychology
372,372,372,Research associate,,German Aerospace Center (DLR),,,,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 GB - 10 GB,3,2,No,No,Yes,No,,,,all,,all,,,,,,,,all,,all,,,,,False,False,True,False,True,False,False,False,,False,False,False,True,,,,,,,,,,False,True,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am familiar with the FAIR data guidelines.,,63,437.06,5,Yes,,,,,,,,,,,,,,5,True,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,False,False,False,False,False,False,False,,False,False,False,True,False,True,True,False,,,,,,,,,,,,,,,,Engineering Science,,,,,,,,,Aerospace Engineering,,,,,,,,,,,,,"Aeronautics, Space and Transportation",1346505355,moderately interested,very interested,moderately interested,moderately interested,very interested,,False,False,False,True,True,False,False,False,True,True,,Matlab,Python,,de,1980-01-01 00:00:00,4 to 6 years,DLR,AST,,,Aerospace Engineering,Engineering Science
373,373,373,Principal Investigator,,German Aerospace Center (DLR),,,,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,HDF5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 GB - 10 GB,4,2,No,No,Yes,No,,some of them,all,some of them,,some of them,,,,,,all,all,all,,all,,,,,True,True,True,False,True,False,False,False,,False,False,True,True,,,,,,,,,,False,True,True,False,True,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am familiar with the FAIR data guidelines.,,64,471.71,5,Yes,,,,,,,,,,,,,,10,False,False,False,False,False,True,False,False,False,False,True,True,True,,,False,False,,,,,,,,,,True,False,False,,False,False,False,True,True,True,False,,False,False,False,True,True,False,True,False,,,,,,,,,,,,,,,,Engineering Science,,,,,,,,,Aerospace Engineering,,,,,,,,,,,,,"Aeronautics, Space and Transportation",660373753,very interested,very interested,very interested,moderately interested,very interested,moderately interested,False,True,False,True,False,False,False,True,False,False,,matlab,paraview,partsival,de,1980-01-01 00:00:00,More than 10 years,DLR,AST,,,Aerospace Engineering,Engineering Science
374,374,374,Research associate,,German Aerospace Center (DLR),,,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,No,Yes,Yes,No,,none,none,none,,,,,,,,all,some of them,,,,,,,,True,True,True,False,False,False,False,False,,False,True,False,True,,,,,,,,,,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am not sure,,This is the first time I have heard about the FAIR data guidelines.,,65,196.12,5,I don't know,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,,,,,,,Engineering Science,,,,,,,,,Electrical Engineering,,,,,,,,,,,,,"Aeronautics, Space and Transportation",1113700016,moderately interested,moderately interested,moderately interested,very interested,very interested,moderately interested,False,False,True,False,False,False,False,False,False,False,,altium,matlab,,en,1980-01-01 00:00:00,1 to 3 years,DLR,AST,,,Electrical Engineering,Engineering Science
375,375,375,Research associate,,German Aerospace Center (DLR),,,,False,False,True,True,True,True,False,True,False,False,True,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 MB - 1000 MB (1 GB),3,3,No,Yes,No,No,,none,none,,none,none,,,,,,all,all,,all,all,,,,,True,True,False,True,True,False,False,False,,False,False,False,True,,,,,,,,,,False,True,False,True,False,False,False,False,"Bei Flugmessungen ist die gesamte Messkette nicht immer klar. D.h. ich weiß nicht immer, wie die Sensoren wirklich funktionieren und brauche daher Abscgätzmethoden, um die Richtigkeit der Messungen beurteinen zu konnen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,I am not sure,,This is the first time I have heard about the FAIR data guidelines.,,66,729.52,5,Yes,,,,,,,,,,,,,,35,False,False,False,True,True,True,True,False,False,,,,,True,True,False,False,,,,,,,,,Beispieldaten für einzelne Messungen,False,True,False,,True,False,False,False,False,False,False,Nachprüfbarkeit der Ergebnisse,False,True,True,False,False,False,False,False,,,,,,,,,,,Institut,,,,,Engineering Science,,,,,,,,,Aerospace Engineering,,,,,,,,,,,,,"Aeronautics, Space and Transportation",22724678,very interested,moderately interested,very interested,very interested,very interested,moderately interested,False,True,False,False,False,False,False,False,False,False,,Fortran Programme,Python Skripts,Excel,de,1980-01-01 00:00:00,More than 10 years,DLR,AST,,,Aerospace Engineering,Engineering Science
